accuracy,accuracy_female,accuracy_male,delta_dp,delta_eo,delta_eqodds,mean_gap,fold
0.8816666666666667,0.8944672131147541,0.866504854368932,0.18530956549419067,0.23901797076726883,0.23901797076726883,0.2211151690095761,1
0.8966666666666666,0.89937106918239,0.8936170212765957,0.18796556492261027,0.17419379353472425,0.17419379353472425,0.17878438399735294,2
0.8772222222222222,0.8715596330275229,0.884004884004884,0.170487616359176,0.19376328037236878,0.19710532949254514,0.18711874207469661,3
0.88,0.8768267223382046,0.8836104513064132,0.16563505720052168,0.1787061462068068,0.18078261662000936,0.17504127334244593,4
0.8922222222222222,0.8740894901144641,0.9129916567342073,0.17599515800361906,0.17843503457392607,0.17890604880087904,0.1777787471261414,5
