accuracy,accuracy_female,accuracy_male,delta_dp,delta_eo,delta_eqodds,mean_gap,year,n
0.8662790697674418,0.9230769230769231,0.8024691358024691,0.19709673043006376,0.146766061954824,0.1527738897434737,0.1655455607094538,2017,344
0.9161585365853658,0.88268156424581,0.9563758389261745,0.18598477747366052,0.1885145742468397,0.19114511577914958,0.1885481558332166,2018,656
