threshold,accuracy,accuracy_female,accuracy_male,delta_dp,delta_eo,delta_eqodds,mean_gap
0.3,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
0.35,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
0.4,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
0.45,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
0.5,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
0.55,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
0.6,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
0.65,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
0.7,0.899,0.8962962962962963,0.9021739130434783,0.17413848631239937,0.17198930401086598,0.17198930401086598,0.17270569811137712
